,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,hour,day_of_month,day_of_week,month,year,date,day_of_year
33,2011-01-02 10:00:00,1,0,0,2,14.76,17.425,81,15.0013,53,10,2,6,1,2011,2011-01-02,2
34,2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,70,11,2,6,1,2011,2011-01-02,2
35,2011-01-02 12:00:00,1,0,0,2,14.76,16.665,66,19.9995,93,12,2,6,1,2011,2011-01-02,2
36,2011-01-02 13:00:00,1,0,0,2,14.76,17.425,66,8.9981,75,13,2,6,1,2011,2011-01-02,2
37,2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,59,14,2,6,1,2011,2011-01-02,2
38,2011-01-02 15:00:00,1,0,0,3,13.94,16.665,81,11.0014,74,15,2,6,1,2011,2011-01-02,2
39,2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,76,16,2,6,1,2011,2011-01-02,2
40,2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,65,17,2,6,1,2011,2011-01-02,2
41,2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,53,18,2,6,1,2011,2011-01-02,2
42,2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,30,19,2,6,1,2011,2011-01-02,2
43,2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,22,20,2,6,1,2011,2011-01-02,2
44,2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,31,21,2,6,1,2011,2011-01-02,2
45,2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,9,22,2,6,1,2011,2011-01-02,2
46,2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,8,23,2,6,1,2011,2011-01-02,2
47,2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,5,0,3,0,1,2011,2011-01-03,3
48,2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,2,1,3,0,1,2011,2011-01-03,3
49,2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,1,4,3,0,1,2011,2011-01-03,3
50,2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,3,5,3,0,1,2011,2011-01-03,3
51,2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,30,6,3,0,1,2011,2011-01-03,3
52,2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,64,7,3,0,1,2011,2011-01-03,3
53,2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,154,8,3,0,1,2011,2011-01-03,3
54,2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,88,9,3,0,1,2011,2011-01-03,3
55,2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,44,10,3,0,1,2011,2011-01-03,3
56,2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,51,11,3,0,1,2011,2011-01-03,3
57,2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,61,12,3,0,1,2011,2011-01-03,3
58,2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,61,13,3,0,1,2011,2011-01-03,3
59,2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,77,14,3,0,1,2011,2011-01-03,3
60,2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,72,15,3,0,1,2011,2011-01-03,3
61,2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,76,16,3,0,1,2011,2011-01-03,3
62,2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,157,17,3,0,1,2011,2011-01-03,3
63,2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,157,18,3,0,1,2011,2011-01-03,3
64,2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,110,19,3,0,1,2011,2011-01-03,3
65,2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,52,20,3,0,1,2011,2011-01-03,3
66,2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,52,21,3,0,1,2011,2011-01-03,3
67,2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,20,22,3,0,1,2011,2011-01-03,3
68,2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,12,23,3,0,1,2011,2011-01-03,3
69,2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,5,0,4,1,1,2011,2011-01-04,4
70,2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,2,1,4,1,1,2011,2011-01-04,4
71,2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,1,2,4,1,1,2011,2011-01-04,4
72,2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,2,4,4,1,1,2011,2011-01-04,4
73,2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,4,5,4,1,1,2011,2011-01-04,4
74,2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,36,6,4,1,1,2011,2011-01-04,4
75,2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,94,7,4,1,1,2011,2011-01-04,4
76,2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,179,8,4,1,1,2011,2011-01-04,4
77,2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,100,9,4,1,1,2011,2011-01-04,4
78,2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,42,10,4,1,1,2011,2011-01-04,4
79,2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,57,11,4,1,1,2011,2011-01-04,4
80,2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,78,12,4,1,1,2011,2011-01-04,4
81,2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,97,13,4,1,1,2011,2011-01-04,4
82,2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,63,14,4,1,1,2011,2011-01-04,4
83,2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,65,15,4,1,1,2011,2011-01-04,4
84,2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,83,16,4,1,1,2011,2011-01-04,4
85,2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,212,17,4,1,1,2011,2011-01-04,4
86,2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,182,18,4,1,1,2011,2011-01-04,4
87,2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,112,19,4,1,1,2011,2011-01-04,4
88,2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,54,20,4,1,1,2011,2011-01-04,4
89,2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,48,21,4,1,1,2011,2011-01-04,4
90,2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,35,22,4,1,1,2011,2011-01-04,4
91,2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,11,23,4,1,1,2011,2011-01-04,4
92,2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,6,0,5,2,1,2011,2011-01-05,5
93,2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,6,1,5,2,1,2011,2011-01-05,5
94,2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,2,2,5,2,1,2011,2011-01-05,5
95,2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,2,4,5,2,1,2011,2011-01-05,5
96,2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,3,5,5,2,1,2011,2011-01-05,5
97,2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,33,6,5,2,1,2011,2011-01-05,5
98,2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,88,7,5,2,1,2011,2011-01-05,5
99,2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,195,8,5,2,1,2011,2011-01-05,5
100,2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,115,9,5,2,1,2011,2011-01-05,5
101,2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,57,10,5,2,1,2011,2011-01-05,5
102,2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,46,11,5,2,1,2011,2011-01-05,5
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,79,12,5,2,1,2011,2011-01-05,5
104,2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,71,13,5,2,1,2011,2011-01-05,5
105,2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,62,14,5,2,1,2011,2011-01-05,5
106,2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,62,15,5,2,1,2011,2011-01-05,5
107,2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,89,16,5,2,1,2011,2011-01-05,5
108,2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,190,17,5,2,1,2011,2011-01-05,5
109,2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,169,18,5,2,1,2011,2011-01-05,5
110,2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,132,19,5,2,1,2011,2011-01-05,5
111,2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,89,20,5,2,1,2011,2011-01-05,5
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,43,21,5,2,1,2011,2011-01-05,5
113,2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,42,22,5,2,1,2011,2011-01-05,5
114,2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,19,23,5,2,1,2011,2011-01-05,5
115,2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,11,0,6,3,1,2011,2011-01-06,6
116,2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,4,1,6,3,1,2011,2011-01-06,6
117,2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,2,2,6,3,1,2011,2011-01-06,6
118,2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,1,4,6,3,1,2011,2011-01-06,6
119,2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,4,5,6,3,1,2011,2011-01-06,6
120,2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,36,6,6,3,1,2011,2011-01-06,6
121,2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,95,7,6,3,1,2011,2011-01-06,6
122,2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,219,8,6,3,1,2011,2011-01-06,6
123,2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,122,9,6,3,1,2011,2011-01-06,6
124,2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,45,10,6,3,1,2011,2011-01-06,6
125,2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,59,11,6,3,1,2011,2011-01-06,6
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,84,12,6,3,1,2011,2011-01-06,6
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,67,13,6,3,1,2011,2011-01-06,6
128,2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,70,14,6,3,1,2011,2011-01-06,6
129,2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,62,15,6,3,1,2011,2011-01-06,6
130,2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,86,16,6,3,1,2011,2011-01-06,6
131,2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,172,17,6,3,1,2011,2011-01-06,6
132,2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,163,18,6,3,1,2011,2011-01-06,6
133,2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,112,19,6,3,1,2011,2011-01-06,6
134,2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,69,20,6,3,1,2011,2011-01-06,6
135,2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,48,21,6,3,1,2011,2011-01-06,6
136,2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,52,22,6,3,1,2011,2011-01-06,6
137,2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,23,23,6,3,1,2011,2011-01-06,6
138,2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,17,0,7,4,1,2011,2011-01-07,7
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,7,1,7,4,1,2011,2011-01-07,7
140,2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,1,2,7,4,1,2011,2011-01-07,7
141,2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,1,4,7,4,1,2011,2011-01-07,7
142,2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,5,5,7,4,1,2011,2011-01-07,7
143,2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,34,6,7,4,1,2011,2011-01-07,7
144,2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,84,7,7,4,1,2011,2011-01-07,7
145,2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,210,8,7,4,1,2011,2011-01-07,7
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,134,9,7,4,1,2011,2011-01-07,7
147,2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,63,10,7,4,1,2011,2011-01-07,7
148,2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,67,11,7,4,1,2011,2011-01-07,7
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,59,12,7,4,1,2011,2011-01-07,7
150,2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,73,13,7,4,1,2011,2011-01-07,7
151,2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,50,14,7,4,1,2011,2011-01-07,7
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,72,15,7,4,1,2011,2011-01-07,7
153,2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,87,16,7,4,1,2011,2011-01-07,7
154,2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,187,17,7,4,1,2011,2011-01-07,7
155,2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,123,18,7,4,1,2011,2011-01-07,7
156,2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,95,19,7,4,1,2011,2011-01-07,7
157,2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,51,20,7,4,1,2011,2011-01-07,7
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,39,21,7,4,1,2011,2011-01-07,7
159,2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,36,22,7,4,1,2011,2011-01-07,7
160,2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,15,23,7,4,1,2011,2011-01-07,7
161,2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,25,0,8,5,1,2011,2011-01-08,8
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,16,1,8,5,1,2011,2011-01-08,8
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,16,2,8,5,1,2011,2011-01-08,8
164,2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,7,3,8,5,1,2011,2011-01-08,8
165,2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,1,4,8,5,1,2011,2011-01-08,8
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,5,5,8,5,1,2011,2011-01-08,8
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,2,6,8,5,1,2011,2011-01-08,8
168,2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,9,7,8,5,1,2011,2011-01-08,8
169,2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,15,8,8,5,1,2011,2011-01-08,8
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,20,9,8,5,1,2011,2011-01-08,8
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,61,10,8,5,1,2011,2011-01-08,8
172,2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,62,11,8,5,1,2011,2011-01-08,8
173,2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,98,12,8,5,1,2011,2011-01-08,8
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,102,13,8,5,1,2011,2011-01-08,8
175,2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,95,14,8,5,1,2011,2011-01-08,8
176,2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,74,15,8,5,1,2011,2011-01-08,8
177,2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,76,16,8,5,1,2011,2011-01-08,8
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,69,17,8,5,1,2011,2011-01-08,8
179,2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,55,18,8,5,1,2011,2011-01-08,8
180,2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,30,19,8,5,1,2011,2011-01-08,8
181,2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,28,20,8,5,1,2011,2011-01-08,8
182,2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,37,21,8,5,1,2011,2011-01-08,8
183,2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,34,22,8,5,1,2011,2011-01-08,8
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,22,23,8,5,1,2011,2011-01-08,8
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,25,0,9,6,1,2011,2011-01-09,9
186,2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,12,1,9,6,1,2011,2011-01-09,9
187,2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,11,2,9,6,1,2011,2011-01-09,9
188,2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,4,3,9,6,1,2011,2011-01-09,9
189,2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,1,4,9,6,1,2011,2011-01-09,9
190,2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,1,5,9,6,1,2011,2011-01-09,9
191,2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,1,6,9,6,1,2011,2011-01-09,9
192,2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,6,7,9,6,1,2011,2011-01-09,9
193,2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,10,8,9,6,1,2011,2011-01-09,9
194,2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,19,9,9,6,1,2011,2011-01-09,9
195,2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,49,10,9,6,1,2011,2011-01-09,9
196,2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,49,11,9,6,1,2011,2011-01-09,9
197,2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,83,12,9,6,1,2011,2011-01-09,9
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,75,13,9,6,1,2011,2011-01-09,9
199,2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,72,14,9,6,1,2011,2011-01-09,9
200,2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,82,15,9,6,1,2011,2011-01-09,9
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,92,16,9,6,1,2011,2011-01-09,9
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,62,17,9,6,1,2011,2011-01-09,9
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,48,18,9,6,1,2011,2011-01-09,9
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,41,19,9,6,1,2011,2011-01-09,9
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,38,20,9,6,1,2011,2011-01-09,9
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,20,21,9,6,1,2011,2011-01-09,9
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,15,22,9,6,1,2011,2011-01-09,9
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,6,23,9,6,1,2011,2011-01-09,9
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,5,0,10,0,1,2011,2011-01-10,10
210,2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1,1,10,0,1,2011,2011-01-10,10
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,3,2,10,0,1,2011,2011-01-10,10
212,2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,1,3,10,0,1,2011,2011-01-10,10
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,3,4,10,0,1,2011,2011-01-10,10
214,2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,3,5,10,0,1,2011,2011-01-10,10
215,2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,31,6,10,0,1,2011,2011-01-10,10
216,2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,77,7,10,0,1,2011,2011-01-10,10
217,2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,188,8,10,0,1,2011,2011-01-10,10
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,94,9,10,0,1,2011,2011-01-10,10
219,2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,31,10,10,0,1,2011,2011-01-10,10
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,30,11,10,0,1,2011,2011-01-10,10
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,52,12,10,0,1,2011,2011-01-10,10
222,2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,54,13,10,0,1,2011,2011-01-10,10
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,47,14,10,0,1,2011,2011-01-10,10
224,2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,45,15,10,0,1,2011,2011-01-10,10
225,2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,74,16,10,0,1,2011,2011-01-10,10
226,2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,178,17,10,0,1,2011,2011-01-10,10
227,2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,155,18,10,0,1,2011,2011-01-10,10
228,2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,95,19,10,0,1,2011,2011-01-10,10
229,2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,74,20,10,0,1,2011,2011-01-10,10
230,2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,38,21,10,0,1,2011,2011-01-10,10
231,2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,24,22,10,0,1,2011,2011-01-10,10
